DEP_TIME,CARRIER,DEST,ORIGIN,Weather,DAY_WEEK,Flight Status
930,DL,LGA,DCA,0,5,0
930,RU,EWR,DCA,0,6,0
930,RU,EWR,DCA,0,7,0
930,DL,LGA,DCA,0,1,0
930,DL,LGA,DCA,0,3,0
930,DL,LGA,DCA,0,5,0
930,RU,EWR,DCA,0,6,0
1000,US,LGA,DCA,0,7,0
1000,US,LGA,DCA,0,1,0
1000,US,LGA,DCA,0,2,0
1000,US,LGA,DCA,0,3,0
1000,US,LGA,DCA,0,4,0
1000,US,LGA,DCA,0,5,0
1000,US,LGA,DCA,0,7,0
1000,US,LGA,DCA,0,1,0
1000,US,LGA,DCA,0,2,0
1000,US,LGA,DCA,0,3,0
1000,US,LGA,DCA,0,5,0
1000,US,LGA,DCA,0,7,0
1000,US,LGA,DCA,0,1,0
1000,US,LGA,DCA,0,2,0
1000,US,LGA,DCA,0,3,0
1000,US,LGA,DCA,0,4,0
1000,US,LGA,DCA,0,5,0
1000,US,LGA,DCA,0,7,0
1000,US,LGA,DCA,0,1,0
1000,US,LGA,DCA,0,2,0
1000,US,LGA,DCA,0,3,0
1000,US,LGA,DCA,0,4,0
1000,US,LGA,DCA,0,5,0
1030,RU,EWR,BWI,0,4,0
1030,RU,EWR,BWI,0,5,0
1030,DL,LGA,DCA,0,6,0
1030,RU,EWR,BWI,0,6,0
1030,DL,LGA,DCA,0,7,0
1030,RU,EWR,BWI,0,7,1
1030,DL,LGA,DCA,0,1,0
1030,RU,EWR,BWI,0,1,1
1030,DL,LGA,DCA,0,2,0
1030,RU,EWR,BWI,0,2,0
1030,DL,LGA,DCA,0,3,0
1030,RU,EWR,BWI,0,3,1
1030,DL,LGA,DCA,0,4,0
1030,RU,EWR,BWI,0,4,0
1030,DL,LGA,DCA,0,5,0
1030,RU,EWR,BWI,0,5,1
1030,DL,LGA,DCA,0,6,0
1030,RU,EWR,BWI,0,6,0
1030,DL,LGA,DCA,0,7,0
1030,RU,EWR,BWI,0,7,0
1030,DL,LGA,DCA,0,1,0
1030,RU,EWR,BWI,0,1,0
1030,DL,LGA,DCA,0,2,0
1030,RU,EWR,BWI,0,2,0
1030,DL,LGA,DCA,0,3,0
1030,RU,EWR,BWI,0,3,0
1030,RU,EWR,BWI,0,4,1
1030,DL,LGA,DCA,0,5,1
1030,RU,EWR,BWI,0,5,1
1030,DL,LGA,DCA,0,6,0
1030,RU,EWR,BWI,0,6,0
1030,DL,LGA,DCA,0,7,0
1030,RU,EWR,BWI,1,7,1
1030,DL,LGA,DCA,0,1,0
1030,RU,EWR,BWI,0,1,0
1030,DL,LGA,DCA,0,2,0
1030,RU,EWR,BWI,0,2,0
1030,DL,LGA,DCA,0,3,0
1030,RU,EWR,BWI,0,3,0
1030,DL,LGA,DCA,0,4,0
1030,RU,EWR,BWI,0,4,0
1030,DL,LGA,DCA,0,5,0
1030,RU,EWR,BWI,0,5,0
1030,DL,LGA,DCA,0,6,0
1030,RU,EWR,BWI,0,6,0
1030,DL,LGA,DCA,0,7,0
1030,RU,EWR,BWI,0,7,1
1030,DL,LGA,DCA,0,1,0
1030,DL,LGA,DCA,0,2,0
1030,RU,EWR,BWI,0,3,0
1030,DL,LGA,DCA,0,4,0
1030,RU,EWR,BWI,0,4,0
1030,DL,LGA,DCA,0,5,0
1030,RU,EWR,BWI,0,5,0
1030,DL,LGA,DCA,0,6,0
1030,RU,EWR,BWI,0,6,0
1039,DH,LGA,IAD,0,4,0
1039,DH,LGA,IAD,0,5,1
1039,DH,LGA,IAD,0,6,0
1039,DH,LGA,IAD,0,7,0
1039,DH,LGA,IAD,0,1,0
1039,DH,LGA,IAD,0,2,0
1040,DH,LGA,IAD,0,3,0
1040,DH,LGA,IAD,0,4,0
1040,DH,LGA,IAD,0,5,0
1040,DH,LGA,IAD,0,1,0
1040,DH,LGA,IAD,0,2,0
1040,DH,LGA,IAD,0,3,0
1040,DH,LGA,IAD,0,1,0
1040,DH,LGA,IAD,0,2,0
1040,DH,LGA,IAD,0,3,0
1040,DH,LGA,IAD,0,4,0
1040,DH,LGA,IAD,0,5,0
1040,DH,LGA,IAD,0,1,1
1040,DH,LGA,IAD,0,2,0
1040,DH,LGA,IAD,0,3,0
1040,DH,LGA,IAD,0,5,0
1100,US,LGA,DCA,0,4,0
1100,MQ,LGA,DCA,0,5,0
1100,US,LGA,DCA,0,5,0
1100,US,LGA,DCA,0,6,0
1100,US,LGA,DCA,0,7,0
1100,MQ,LGA,DCA,0,1,0
1100,US,LGA,DCA,0,1,0
1100,MQ,LGA,DCA,0,2,0
1100,US,LGA,DCA,0,2,0
1100,MQ,LGA,DCA,0,3,0
1100,US,LGA,DCA,0,3,0
1100,MQ,LGA,DCA,0,4,0
1100,US,LGA,DCA,0,4,0
1100,MQ,LGA,DCA,0,5,1
1100,US,LGA,DCA,0,5,0
1100,US,LGA,DCA,0,6,0
1100,US,LGA,DCA,0,7,0
1100,MQ,LGA,DCA,0,1,0
1100,US,LGA,DCA,0,1,1
1100,MQ,LGA,DCA,0,2,0
1100,US,LGA,DCA,0,2,0
1100,MQ,LGA,DCA,0,3,1
1100,US,LGA,DCA,0,3,0
1100,MQ,LGA,DCA,0,4,0
1100,US,LGA,DCA,0,4,0
1100,MQ,LGA,DCA,0,5,1
1100,US,LGA,DCA,0,5,0
1100,US,LGA,DCA,0,6,0
1100,US,LGA,DCA,0,7,0
1100,MQ,LGA,DCA,0,1,0
1100,US,LGA,DCA,0,1,0
1100,MQ,LGA,DCA,0,2,0
1100,US,LGA,DCA,0,2,0
1100,MQ,LGA,DCA,0,3,0
1100,US,LGA,DCA,0,3,0
1100,MQ,LGA,DCA,0,4,0
1100,US,LGA,DCA,0,4,0
1100,MQ,LGA,DCA,0,5,0
1100,US,LGA,DCA,0,5,0
1100,US,LGA,DCA,0,6,0
1100,US,LGA,DCA,0,7,0
1100,US,LGA,DCA,0,1,1
1100,US,LGA,DCA,0,2,0
1100,US,LGA,DCA,0,3,0
1100,US,LGA,DCA,0,4,0
1100,MQ,LGA,DCA,0,5,0
1100,US,LGA,DCA,0,5,0
1100,US,LGA,DCA,0,6,0
1130,DL,LGA,DCA,0,1,0
1130,DL,LGA,DCA,0,2,0
1130,DL,LGA,DCA,0,3,0
1130,DL,LGA,DCA,0,4,0
1130,DL,LGA,DCA,0,5,0
1130,DL,LGA,DCA,0,7,0
1130,DL,LGA,DCA,0,1,0
1130,DL,LGA,DCA,0,2,0
1130,DL,LGA,DCA,0,3,1
1130,DL,LGA,DCA,0,4,0
1130,DL,LGA,DCA,0,5,0
1130,DL,LGA,DCA,0,2,0
1130,DL,LGA,DCA,0,3,0
1130,DL,LGA,DCA,0,4,0
1130,DL,LGA,DCA,0,5,0
1130,DL,LGA,DCA,0,7,0
1130,DL,LGA,DCA,0,1,0
1130,DL,LGA,DCA,0,3,0
1130,DL,LGA,DCA,0,4,0
1130,DL,LGA,DCA,0,5,0
1200,US,LGA,DCA,0,7,0
1200,US,LGA,DCA,0,1,0
1200,US,LGA,DCA,0,2,0
1200,US,LGA,DCA,0,3,0
1200,US,LGA,DCA,0,4,0
1200,US,LGA,DCA,0,5,0
1200,US,LGA,DCA,0,7,0
1200,US,LGA,DCA,0,1,0
1200,US,LGA,DCA,0,2,0
1200,US,LGA,DCA,0,3,0
1200,US,LGA,DCA,0,4,0
1200,US,LGA,DCA,0,5,0
1200,US,LGA,DCA,0,7,0
1200,US,LGA,DCA,0,1,0
1200,US,LGA,DCA,0,2,0
1200,US,LGA,DCA,0,3,0
1200,US,LGA,DCA,0,4,0
1200,US,LGA,DCA,0,5,0
1200,US,LGA,DCA,0,7,0
1200,US,LGA,DCA,0,2,0
1200,US,LGA,DCA,0,4,0
1200,US,LGA,DCA,0,5,0
1230,DL,LGA,DCA,0,4,0
1230,DL,LGA,DCA,0,5,0
1230,DL,LGA,DCA,0,6,0
1230,DL,LGA,DCA,0,7,0
