"UserID","Movie","Rating"
610,"M1",2
611,"M1",2
612,"M1",3
613,"M1",1
614,"M1",1
615,"M1",3
616,"M1",3
617,"M1",3
618,"M1",3
619,"M1",1
620,"M1",1
621,"M1",3
622,"M1",1
623,"M1",2
624,"M1",3
625,"M1",2
626,"M1",0
627,"M1",0
628,"M1",0
629,"M1",1
630,"M1",3
631,"M1",3
632,"M1",0
633,"M1",0
634,"M1",3
635,"M1",0
636,"M1",2
637,"M1",2
638,"M1",2
639,"M1",3
640,"M1",2
641,"M1",3
642,"M1",3
643,"M1",0
644,"M1",3
645,"M1",1
646,"M1",1
647,"M1",1
648,"M1",2
649,"M1",0
650,"M1",1
651,"M1",3
652,"M1",2
653,"M1",3
654,"M1",1
655,"M1",1
656,"M1",3
657,"M1",0
658,"M1",1
659,"M1",1
660,"M1",2
661,"M1",2
662,"M1",1
663,"M1",0
664,"M1",3
665,"M1",0
666,"M1",0
667,"M1",2
668,"M1",0
669,"M1",3
670,"M1",2
671,"M1",0
672,"M1",3
673,"M1",2
674,"M1",1
675,"M1",2
676,"M1",1
677,"M1",2
678,"M1",2
679,"M1",0
680,"M1",1
681,"M1",0
682,"M1",3
683,"M1",3
684,"M1",0
685,"M1",0
686,"M1",1
687,"M1",3
688,"M1",0
689,"M1",0
690,"M1",1
691,"M1",2
692,"M1",0
693,"M1",2
694,"M1",0
695,"M1",2
696,"M1",0
697,"M1",2
698,"M1",0
699,"M1",0
700,"M1",3
701,"M1",3
702,"M1",1
703,"M1",2
704,"M1",3
705,"M1",2
706,"M1",2
707,"M1",0
708,"M1",2
709,"M1",2
710,"M1",3
711,"M1",3
712,"M1",0
713,"M1",3
714,"M1",2
715,"M1",0
716,"M1",3
717,"M1",0
718,"M1",0
719,"M1",3
720,"M1",0
721,"M1",1
722,"M1",3
723,"M1",2
724,"M1",2
725,"M1",1
726,"M1",2
727,"M1",1
728,"M1",3
729,"M1",3
730,"M1",2
731,"M1",0
732,"M1",2
733,"M1",0
734,"M1",3
735,"M1",0
736,"M1",2
737,"M1",1
738,"M1",2
739,"M1",3
740,"M1",1
741,"M1",0
742,"M1",2
743,"M1",1
744,"M1",1
745,"M1",3
746,"M1",2
747,"M1",3
748,"M1",2
749,"M1",3
750,"M1",3
751,"M1",0
752,"M1",0
753,"M1",0
754,"M1",2
755,"M1",1
756,"M1",0
757,"M1",3
758,"M1",0
759,"M1",3
760,"M1",1
761,"M1",2
762,"M1",2
763,"M1",1
764,"M1",3
765,"M1",0
766,"M1",0
767,"M1",3
768,"M1",3
769,"M1",0
770,"M1",1
771,"M1",1
772,"M1",1
773,"M1",2
774,"M1",2
775,"M1",1
776,"M1",2
777,"M1",3
778,"M1",1
779,"M1",3
780,"M1",3
781,"M1",2
782,"M1",3
783,"M1",3
784,"M1",1
785,"M1",3
786,"M1",1
787,"M1",2
788,"M1",0
789,"M1",0
790,"M1",2
791,"M1",0
792,"M1",2
793,"M1",3
794,"M1",0
795,"M1",1
796,"M1",0
797,"M1",2
798,"M1",1
799,"M1",2
800,"M1",0
801,"M1",3
802,"M1",2
803,"M1",1
804,"M1",3
805,"M1",0
806,"M1",1
807,"M1",1
808,"M1",2
809,"M1",1
810,"M1",1
811,"M1",0
812,"M1",1
813,"M1",2
814,"M1",0
815,"M1",1
816,"M1",3
817,"M1",1
818,"M1",2
819,"M1",1
820,"M1",3
821,"M1",2
822,"M1",2
823,"M1",1
824,"M1",0
825,"M1",3
826,"M1",3
827,"M1",2
828,"M1",0
829,"M1",3
830,"M1",3
831,"M1",2
832,"M1",2
833,"M1",2
834,"M1",3
835,"M1",3
836,"M1",0
837,"M1",2
838,"M1",1
839,"M1",3
840,"M1",2
841,"M1",3
842,"M1",0
843,"M1",2
844,"M1",2
845,"M1",3
846,"M1",2
847,"M1",0
848,"M1",3
849,"M1",3
850,"M1",1
851,"M1",3
852,"M1",3
853,"M1",3
854,"M1",2
855,"M1",1
856,"M1",3
857,"M1",2
858,"M1",1
859,"M1",3
860,"M1",3
861,"M1",1
862,"M1",3
863,"M1",0
864,"M1",2
865,"M1",1
866,"M1",3
867,"M1",1
868,"M1",1
869,"M1",0
870,"M1",0
871,"M1",1
872,"M1",2
873,"M1",1
874,"M1",2
875,"M1",2
876,"M1",0
877,"M1",2
878,"M1",1
879,"M1",2
880,"M1",0
881,"M1",0
882,"M1",2
883,"M1",0
884,"M1",1
885,"M1",1
886,"M1",2
887,"M1",2
888,"M1",0
889,"M1",3
890,"M1",3
891,"M1",0
892,"M1",2
893,"M1",2
894,"M1",3
895,"M1",0
896,"M1",2
897,"M1",2
898,"M1",3
899,"M1",3
900,"M1",2
901,"M1",1
902,"M1",2
903,"M1",0
904,"M1",0
905,"M1",0
906,"M1",1
907,"M1",1
908,"M1",0
909,"M1",0
910,"M1",1
911,"M1",3
912,"M1",0
913,"M1",3
914,"M1",1
915,"M1",0
916,"M1",3
917,"M1",0
918,"M1",3
919,"M1",0
920,"M1",0
921,"M1",0
922,"M1",0
923,"M1",3
924,"M1",2
925,"M1",1
926,"M1",2
927,"M1",0
928,"M1",0
929,"M1",3
930,"M1",1
931,"M1",1
932,"M1",1
933,"M1",1
934,"M1",0
935,"M1",1
936,"M1",0
937,"M1",1
938,"M1",1
939,"M1",2
940,"M1",1
941,"M1",0
942,"M1",3
943,"M1",3
944,"M1",0
945,"M1",1
946,"M1",2
947,"M1",3
948,"M1",3
949,"M1",2
950,"M1",1
951,"M1",0
952,"M1",2
953,"M1",2
954,"M1",2
955,"M1",1
956,"M1",3
957,"M1",3
958,"M1",3
959,"M1",2
960,"M1",3
961,"M1",2
962,"M1",1
963,"M1",2
964,"M1",2
965,"M1",3
966,"M1",1
967,"M1",2
968,"M1",3
969,"M1",3
970,"M1",3
971,"M1",0
972,"M1",2
973,"M1",3
974,"M1",1
975,"M1",1
976,"M1",0
977,"M1",1
978,"M1",3
979,"M1",3
980,"M1",2
981,"M1",3
982,"M1",0
983,"M1",1
984,"M1",2
985,"M1",2
986,"M1",2
987,"M1",0
988,"M1",3
989,"M1",2
990,"M1",3
991,"M1",1
992,"M1",2
993,"M1",3
994,"M1",0
995,"M1",1
996,"M1",2
997,"M1",1
998,"M1",2
999,"M1",3
1000,"M1",1
1001,"M1",2
1002,"M1",2
1003,"M1",1
1004,"M1",3
1005,"M1",3
1006,"M1",0
1007,"M1",1
1008,"M1",0
1009,"M1",1
1010,"M1",1
1011,"M1",3
1012,"M1",3
1013,"M1",2
1014,"M1",3
1015,"M1",1
1016,"M1",3
1017,"M1",1
1018,"M1",1
1019,"M1",2
1020,"M1",2
1021,"M1",2
1022,"M1",3
1023,"M1",1
1024,"M1",1
1025,"M1",3
1026,"M1",0
1027,"M1",0
1028,"M1",0
1029,"M1",2
1030,"M1",1
1031,"M1",0
1032,"M1",1
1033,"M1",1
1034,"M1",0
1035,"M1",0
1036,"M1",3
1037,"M1",1
1038,"M1",0
1039,"M1",3
1040,"M1",2
1041,"M1",3
1042,"M1",3
1043,"M1",3
1044,"M1",1
1045,"M1",0
1046,"M1",0
1047,"M1",1
1048,"M1",0
1049,"M1",2
1050,"M1",0
1051,"M1",0
1052,"M1",3
1053,"M1",3
1054,"M1",2
1055,"M1",1
1056,"M1",0
1057,"M1",0
1058,"M1",2
1059,"M1",3
1060,"M1",1
1061,"M1",0
1062,"M1",1
1063,"M1",0
1064,"M1",1
1065,"M1",0
1066,"M1",2
1067,"M1",1
1068,"M1",1
1069,"M1",0
1070,"M1",2
1071,"M1",1
1072,"M1",3
1073,"M1",1
1074,"M1",3
1075,"M1",1
1076,"M1",2
1077,"M1",2
1078,"M1",3
1079,"M1",3
1080,"M1",2
1081,"M1",1
1082,"M1",1
1083,"M1",1
1084,"M1",1
1085,"M1",2
1086,"M1",3
1087,"M1",3
1088,"M1",1
1089,"M1",3
1090,"M1",3
1091,"M1",2
1092,"M1",2
1093,"M1",1
1094,"M1",1
1095,"M1",1
1096,"M1",2
1097,"M1",1
1098,"M1",0
1099,"M1",1
1100,"M1",3
1101,"M1",1
1102,"M1",0
1103,"M1",2
1104,"M1",3
1105,"M1",0
1106,"M1",2
1107,"M1",0
1108,"M1",0
1109,"M1",3
1110,"M1",0
1111,"M1",1
1112,"M1",3
1113,"M1",0
1114,"M1",0
1115,"M1",0
1116,"M1",2
1117,"M1",1
1118,"M1",3
1119,"M1",0
1120,"M1",3
1121,"M1",1
1122,"M1",3
1123,"M1",1
1124,"M1",1
1125,"M1",2
1126,"M1",0
1127,"M1",1
1128,"M1",0
1129,"M1",1
1130,"M1",3
1131,"M1",1
1132,"M1",2
1133,"M1",1
1134,"M1",0
1135,"M1",1
1136,"M1",1
1137,"M1",1
1138,"M1",0
1139,"M1",2
1140,"M1",1
1141,"M1",3
1142,"M1",2
1143,"M1",1
1144,"M1",1
1145,"M1",0
1146,"M1",1
1147,"M1",3
1148,"M1",1
1149,"M1",2
1150,"M1",3
1151,"M1",1
1152,"M1",3
1153,"M1",3
1154,"M1",2
1155,"M1",0
1156,"M1",3
1157,"M1",1
1158,"M1",2
1159,"M1",3
1160,"M1",0
1161,"M1",2
1162,"M1",0
1163,"M1",1
1164,"M1",3
1165,"M1",1
1166,"M1",3
1167,"M1",3
1168,"M1",0
1169,"M1",3
1170,"M1",1
1171,"M1",2
1172,"M1",2
1173,"M1",2
1174,"M1",1
1175,"M1",3
1176,"M1",2
1177,"M1",3
1178,"M1",0
1179,"M1",3
1180,"M1",2
1181,"M1",2
1182,"M1",3
1183,"M1",0
1184,"M1",1
1185,"M1",0
1186,"M1",3
1187,"M1",2
1188,"M1",0
1189,"M1",1
1190,"M1",3
1191,"M1",3
1192,"M1",3
1193,"M1",2
1194,"M1",3
1195,"M1",1
1196,"M1",1
1197,"M1",3
1198,"M1",1
1199,"M1",2
1200,"M1",2
1201,"M1",3
1202,"M1",0
1203,"M1",3
1204,"M1",1
1205,"M1",2
1206,"M1",3
1207,"M1",0
1208,"M1",0
1209,"M1",3
1210,"M1",0
1211,"M1",3
1212,"M1",0
1213,"M1",3
1214,"M1",1
1215,"M1",0
1216,"M1",2
1217,"M1",0
1218,"M1",1
1219,"M1",2
1220,"M1",3
1221,"M1",1
1222,"M1",1
1223,"M1",1
1224,"M1",2
1225,"M1",2
1226,"M1",2
1227,"M1",1
1228,"M1",0
1229,"M1",3
1230,"M1",2
1231,"M1",1
1232,"M1",2
1233,"M1",0
1234,"M1",3
1235,"M1",2
1236,"M1",2
1237,"M1",2
1238,"M1",2
1239,"M1",2
1240,"M1",3
1241,"M1",3
1242,"M1",3
1243,"M1",2
1244,"M1",0
1245,"M1",0
1246,"M1",0
1247,"M1",3
1248,"M1",2
1249,"M1",0
1250,"M1",0
1251,"M1",1
1252,"M1",0
1253,"M1",0
1254,"M1",0
1255,"M1",3
1256,"M1",0
1,"M2",0
2,"M2",0
3,"M2",0
4,"M2",0
5,"M2",0
6,"M2",0
7,"M2",0
8,"M2",0
9,"M2",0
10,"M2",0
11,"M2",0
12,"M2",0
13,"M2",0
14,"M2",0
15,"M2",0
16,"M2",0
17,"M2",0
18,"M2",0
19,"M2",0
20,"M2",0
21,"M2",0
22,"M2",0
23,"M2",0
24,"M2",0
25,"M2",0
26,"M2",0
27,"M2",0
28,"M2",0
29,"M2",0
30,"M2",0
31,"M2",0
32,"M2",0
33,"M2",0
34,"M2",0
35,"M2",0
36,"M2",0
37,"M2",2
38,"M2",0
39,"M2",0
40,"M2",0
41,"M2",0
42,"M2",0
43,"M2",0
44,"M2",0
45,"M2",0
46,"M2",0
47,"M2",0
48,"M2",0
49,"M2",0
50,"M2",0
51,"M2",0
52,"M2",3
53,"M2",0
54,"M2",0
55,"M2",0
56,"M2",0
57,"M2",0
58,"M2",0
59,"M2",0
60,"M2",0
61,"M2",0
62,"M2",0
63,"M2",0
64,"M2",2
65,"M2",0
66,"M2",2
67,"M2",0
68,"M2",0
69,"M2",0
70,"M2",0
71,"M2",0
72,"M2",0
73,"M2",0
74,"M2",0
75,"M2",0
76,"M2",0
77,"M2",0
78,"M2",0
79,"M2",0
80,"M2",0
81,"M2",0
82,"M2",0
83,"M2",0
84,"M2",0
85,"M2",0
86,"M2",2
87,"M2",0
88,"M2",0
89,"M2",0
90,"M2",0
91,"M2",0
92,"M2",0
93,"M2",0
94,"M2",0
95,"M2",0
96,"M2",0
97,"M2",0
98,"M2",0
99,"M2",0
100,"M2",0
101,"M2",1
102,"M2",2
103,"M2",2
104,"M2",0
105,"M2",2
106,"M2",0
107,"M2",2
108,"M2",1
109,"M2",2
110,"M2",1
111,"M2",3
112,"M2",3
113,"M2",1
114,"M2",0
115,"M2",1
116,"M2",3
117,"M2",0
118,"M2",1
119,"M2",0
120,"M2",3
121,"M2",3
122,"M2",2
123,"M2",0
124,"M2",0
125,"M2",2
126,"M2",2
127,"M2",0
128,"M2",0
129,"M2",1
130,"M2",0
131,"M2",1
132,"M2",1
133,"M2",1
134,"M2",2
135,"M2",2
136,"M2",3
137,"M2",1
138,"M2",0
139,"M2",2
140,"M2",3
141,"M2",3
142,"M2",1
143,"M2",1
144,"M2",3
145,"M2",2
146,"M2",0
147,"M2",3
148,"M2",1
149,"M2",2
150,"M2",1
151,"M2",1
152,"M2",2
153,"M2",0
154,"M2",0
155,"M2",3
156,"M2",1
157,"M2",3
158,"M2",0
159,"M2",1
160,"M2",0
161,"M2",0
162,"M2",3
163,"M2",2
164,"M2",3
165,"M2",1
166,"M2",1
167,"M2",3
168,"M2",2
169,"M2",2
170,"M2",1
171,"M2",2
172,"M2",2
173,"M2",0
174,"M2",1
175,"M2",2
176,"M2",1
177,"M2",2
178,"M2",0
179,"M2",3
180,"M2",0
181,"M2",0
182,"M2",0
183,"M2",0
184,"M2",2
185,"M2",3
186,"M2",2
187,"M2",0
188,"M2",3
189,"M2",1
190,"M2",2
191,"M2",1
192,"M2",2
193,"M2",2
194,"M2",3
195,"M2",3
196,"M2",3
197,"M2",3
198,"M2",3
199,"M2",0
200,"M2",2
201,"M2",2
202,"M2",1
203,"M2",1
204,"M2",0
205,"M2",0
206,"M2",2
207,"M2",3
208,"M2",0
209,"M2",2
210,"M2",2
211,"M2",3
212,"M2",1
213,"M2",1
214,"M2",0
215,"M2",0
216,"M2",1
217,"M2",1
218,"M2",0
219,"M2",3
220,"M2",3
221,"M2",3
222,"M2",0
223,"M2",0
224,"M2",1
225,"M2",1
226,"M2",3
227,"M2",2
228,"M2",3
229,"M2",0
230,"M2",3
231,"M2",1
232,"M2",0
233,"M2",0
234,"M2",1
235,"M2",1
236,"M2",0
237,"M2",3
238,"M2",3
239,"M2",0
240,"M2",3
241,"M2",3
242,"M2",2
243,"M2",3
244,"M2",1
245,"M2",2
246,"M2",0
247,"M2",0
248,"M2",3
249,"M2",3
250,"M2",1
251,"M2",0
252,"M2",3
253,"M2",2
254,"M2",0
255,"M2",2
256,"M2",3
257,"M2",3
258,"M2",3
259,"M2",2
260,"M2",3
261,"M2",3
262,"M2",3
263,"M2",3
264,"M2",3
265,"M2",0
266,"M2",3
267,"M2",2
268,"M2",1
269,"M2",1
270,"M2",0
271,"M2",3
272,"M2",2
273,"M2",1
274,"M2",2
275,"M2",0
276,"M2",0
277,"M2",1
278,"M2",3
279,"M2",2
280,"M2",0
281,"M2",1
282,"M2",2
283,"M2",2
284,"M2",1
285,"M2",0
286,"M2",1
287,"M2",1
288,"M2",0
289,"M2",3
290,"M2",2
291,"M2",3
292,"M2",1
293,"M2",3
294,"M2",3
295,"M2",1
296,"M2",3
297,"M2",0
298,"M2",1
299,"M2",0
300,"M2",1
301,"M2",0
302,"M2",1
303,"M2",0
304,"M2",2
305,"M2",2
306,"M2",3
307,"M2",2
308,"M2",1
309,"M2",1
310,"M2",2
311,"M2",1
312,"M2",2
313,"M2",1
314,"M2",1
315,"M2",1
316,"M2",2
317,"M2",3
318,"M2",3
319,"M2",3
320,"M2",3
321,"M2",0
322,"M2",0
323,"M2",3
324,"M2",3
325,"M2",3
326,"M2",1
327,"M2",1
328,"M2",2
329,"M2",0
330,"M2",1
331,"M2",1
332,"M2",1
333,"M2",2
334,"M2",0
335,"M2",0
336,"M2",1
337,"M2",2
338,"M2",3
339,"M2",0
340,"M2",1
341,"M2",3
342,"M2",0
343,"M2",3
344,"M2",1
345,"M2",3
346,"M2",0
347,"M2",2
348,"M2",3
349,"M2",3
350,"M2",0
351,"M2",2
352,"M2",1
353,"M2",3
354,"M2",1
355,"M2",1
356,"M2",1
357,"M2",3
358,"M2",0
359,"M2",1
360,"M2",0
361,"M2",1
362,"M2",0
363,"M2",2
364,"M2",3
365,"M2",3
366,"M2",2
367,"M2",1
368,"M2",3
369,"M2",0
370,"M2",1
371,"M2",0
372,"M2",0
373,"M2",0
374,"M2",3
375,"M2",0
376,"M2",3
377,"M2",3
378,"M2",0
379,"M2",0
380,"M2",1
381,"M2",3
382,"M2",2
383,"M2",0
384,"M2",1
385,"M2",2
386,"M2",3
387,"M2",0
388,"M2",3
389,"M2",3
390,"M2",2
391,"M2",3
392,"M2",0
393,"M2",0
394,"M2",0
395,"M2",1
396,"M2",0
397,"M2",3
398,"M2",1
399,"M2",1
400,"M2",3
401,"M2",3
402,"M2",1
403,"M2",0
404,"M2",2
405,"M2",1
406,"M2",2
407,"M2",0
408,"M2",0
409,"M2",2
410,"M2",3
411,"M2",1
412,"M2",2
413,"M2",0
414,"M2",2
415,"M2",1
416,"M2",0
417,"M2",0
418,"M2",1
419,"M2",1
420,"M2",1
421,"M2",1
422,"M2",2
423,"M2",3
424,"M2",0
425,"M2",1
426,"M2",2
427,"M2",1
428,"M2",1
429,"M2",3
430,"M2",0
431,"M2",0
432,"M2",2
433,"M2",1
434,"M2",3
435,"M2",3
436,"M2",1
437,"M2",0
438,"M2",2
439,"M2",3
440,"M2",0
441,"M2",0
442,"M2",3
443,"M2",1
444,"M2",2
445,"M2",0
446,"M2",0
447,"M2",0
448,"M2",0
449,"M2",3
450,"M2",1
451,"M2",2
452,"M2",1
453,"M2",1
454,"M2",3
455,"M2",3
456,"M2",1
457,"M2",3
458,"M2",0
