"","ID","Personal.Loan","Securities.Account","CD.Account","Online","CreditCard","CCAvg","Mortgage"
"79","1974","0","0","0","0","0",-1.11339076088986,0.214221524415439
"80","2458","0","0","0","1","1",-1.11339076088986,0.283203807718935
"81","199","0","1","0","1","0",-1.11339076088986,0.332476867221433
"82","3607","0","0","0","1","1",-1.11339076088986,0.39160453862443
"83","2566","0","0","0","1","0",-1.11339076088986,0.450732210027427
"84","1683","0","0","0","1","0",-1.11339076088986,0.460586821927927
"85","1806","0","0","0","1","0",-1.11339076088986,0.568987552833422
"86","4802","0","0","0","1","0",-1.11339076088986,0.637969836136918
"87","3935","0","0","0","0","1",-1.11339076088986,0.687242895639416
"88","3523","0","0","0","0","0",-1.11339076088986,0.766079790843412
"89","963","0","0","0","0","0",-1.11339076088986,0.775934402743912
"90","595","0","0","0","0","0",-1.11339076088986,0.864625909848407
"91","2768","0","0","0","1","0",-1.11339076088986,0.864625909848407
"92","4296","0","0","0","0","0",-1.11339076088986,0.884335133649407
"93","4065","0","0","0","0","0",-1.11339076088986,1.0814273716594
"94","1464","0","0","0","1","0",-1.11339076088986,1.16026426686339
"95","4038","0","0","0","0","0",-1.11339076088986,1.19968271446539
"96","3875","0","0","0","0","0",-1.11339076088986,1.25881038586839
"97","2209","0","1","0","1","0",-1.11339076088986,1.26866499776889
"98","4827","0","0","0","0","0",-1.11339076088986,1.66284947378887
"99","1004","0","0","0","1","0",-1.11339076088986,1.70226792139087
"100","3417","0","0","0","1","0",-1.11339076088986,1.85008709989836
"101","216","0","0","0","1","1",-1.11339076088986,1.89936015940086
"102","4950","0","0","0","0","1",-1.11339076088986,1.89936015940086
"103","3980","0","1","1","1","1",-1.11339076088986,1.98805166650535
"104","3234","0","0","0","0","0",-1.11339076088986,2.68772911144082
"105","2028","0","0","0","0","0",-1.11339076088986,3.1903143183663
"106","3663","0","0","0","0","0",-1.11339076088986,4.37286774642624
"107","12","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"108","57","0","1","1","1","0",-1.05575342661592,-0.554438203823524
"109","100","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"110","106","0","1","0","1","0",-1.05575342661592,-0.554438203823524
"111","180","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"112","208","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"113","305","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"114","397","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"115","430","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"116","503","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"117","508","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"118","543","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"119","552","0","0","0","1","1",-1.05575342661592,-0.554438203823524
"120","608","1","0","0","0","0",-1.05575342661592,-0.554438203823524
"121","638","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"122","683","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"123","748","0","1","1","1","0",-1.05575342661592,-0.554438203823524
"124","810","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"125","815","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"126","850","0","1","1","1","1",-1.05575342661592,-0.554438203823524
"127","865","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"128","878","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"129","925","0","1","0","0","0",-1.05575342661592,-0.554438203823524
"130","931","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"131","980","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"132","1027","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"133","1060","0","0","0","1","1",-1.05575342661592,-0.554438203823524
"134","1061","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"135","1082","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"136","1152","0","1","1","1","0",-1.05575342661592,-0.554438203823524
"137","1181","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"138","1332","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"139","1339","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"140","1364","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"141","1379","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"142","1398","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"143","1401","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"144","1431","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"145","1483","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"146","1525","1","0","1","1","1",-1.05575342661592,-0.554438203823524
"147","1598","0","1","0","0","1",-1.05575342661592,-0.554438203823524
"148","1663","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"149","1704","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"150","1707","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"151","1807","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"152","1845","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"153","1847","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"154","1895","0","0","0","1","1",-1.05575342661592,-0.554438203823524
"155","1898","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"156","1899","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"157","2001","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"158","2007","0","0","1","1","1",-1.05575342661592,-0.554438203823524
"159","2061","0","0","0","1","1",-1.05575342661592,-0.554438203823524
"160","2081","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"161","2124","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"162","2140","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"163","2256","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"164","2294","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"165","2326","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"166","2530","0","0","0","1","1",-1.05575342661592,-0.554438203823524
"167","2630","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"168","2670","0","1","0","0","1",-1.05575342661592,-0.554438203823524
"169","2696","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"170","2721","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"171","2751","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"172","2756","0","0","0","1","1",-1.05575342661592,-0.554438203823524
"173","2789","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"174","2814","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"175","2822","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"176","2874","0","1","0","1","0",-1.05575342661592,-0.554438203823524
"177","2876","0","0","0","1","1",-1.05575342661592,-0.554438203823524
"178","2882","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"179","2909","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"180","2994","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"181","3064","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"182","3099","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"183","3107","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"184","3117","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"185","3144","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"186","3157","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"187","3215","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"188","3238","0","0","1","1","1",-1.05575342661592,-0.554438203823524
"189","3291","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"190","3329","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"191","3332","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"192","3370","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"193","3440","0","0","1","1","1",-1.05575342661592,-0.554438203823524
"194","3539","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"195","3588","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"196","3591","0","0","0","1","1",-1.05575342661592,-0.554438203823524
"197","3603","0","0","0","1","1",-1.05575342661592,-0.554438203823524
"198","3604","0","0","0","1","1",-1.05575342661592,-0.554438203823524
"199","3659","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"200","3719","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"201","3730","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"202","3834","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"203","3861","0","0","0","1","1",-1.05575342661592,-0.554438203823524
"204","3909","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"205","3954","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"206","4025","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"207","4064","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"208","4161","0","0","0","1","1",-1.05575342661592,-0.554438203823524
"209","4221","0","1","0","1","0",-1.05575342661592,-0.554438203823524
"210","4251","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"211","4253","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"212","4320","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"213","4398","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"214","4400","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"215","4454","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"216","4464","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"217","4468","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"218","4511","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"219","4522","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"220","4544","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"221","4561","0","0","1","1","1",-1.05575342661592,-0.554438203823524
"222","4645","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"223","4665","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"224","4760","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"225","4782","0","1","0","1","0",-1.05575342661592,-0.554438203823524
"226","4822","0","0","0","1","1",-1.05575342661592,-0.554438203823524
"227","4870","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"228","4878","0","0","0","0","0",-1.05575342661592,-0.554438203823524
"229","4910","0","0","0","0","1",-1.05575342661592,-0.554438203823524
"230","4944","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"231","4968","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"232","2902","0","0","0","1","0",-1.05575342661592,0.19451230061444
"233","1147","0","1","0","0","0",-1.05575342661592,0.214221524415439
"234","1473","0","0","0","1","0",-1.05575342661592,0.263494583917936
"235","2348","0","0","0","0","1",-1.05575342661592,0.302913031519934
"236","528","0","0","0","1","0",-1.05575342661592,0.322622255320934
"237","1520","0","0","0","1","0",-1.05575342661592,0.332476867221433
"238","2548","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"239","1136","0","1","0","1","0",-1.05575342661592,0.342331479121933
"240","2300","0","0","0","0","0",-1.05575342661592,0.342331479121933
"241","2515","0","1","0","0","0",-1.05575342661592,0.342331479121933
"242","3600","0","0","1","1","1",-1.05575342661592,0.342331479121933
"243","2370","0","0","0","1","0",-1.05575342661592,0.362040702922932
"244","1771","0","0","0","0","0",-1.05575342661592,0.371895314823431
"245","4620","0","0","0","0","0",-1.05575342661592,0.39160453862443
"246","2949","0","0","0","0","1",-1.05575342661592,0.411313762425429
"247","2194","0","0","0","1","0",-1.05575342661592,0.450732210027427
"248","3149","0","0","0","0","0",-1.05575342661592,0.490150657629425
"249","394","0","1","1","1","1",-1.05575342661592,0.519714493330924
"250","3448","0","0","0","1","0",-1.05575342661592,0.519714493330924
"251","1983","0","0","0","1","0",-1.05575342661592,-0.554438203823524
"252","1094","0","0","0","1","0",-1.05575342661592,0.539423717131923
"253","2098","0","0","0","1","0",-1.05575342661592,0.559132940932922
"254","2700","0","0","0","0","0",-1.05575342661592,0.568987552833422
"255","3841","0","0","0","0","0",-1.05575342661592,0.568987552833422
"256","4904","0","0","0","1","1",-1.05575342661592,-0.554438203823524
"257","3890","0","0","0","1","0",-1.05575342661592,0.637969836136918
"258","4115","0","0","0","0","0",-1.05575342661592,0.637969836136918
"259","4292","0","0","0","1","0",-1.05575342661592,0.667533671838417
"260","2153","0","0","0","1","0",-1.05575342661592,0.706952119440415
"261","4135","0","0","0","0","0",-1.05575342661592,0.736515955141914
"262","1032","0","0","0","1","0",-1.05575342661592,0.785789014644411
"263","2661","0","1","0","1","0",-1.05575342661592,0.864625909848407
"264","2812","0","0","0","0","0",-1.05575342661592,0.874480521748907
"265","1821","0","0","0","1","0",-1.05575342661592,0.904044357450406
"266","1368","0","0","0","0","1",-1.05575342661592,0.913898969350905
"267","4156","0","0","0","1","1",-1.05575342661592,0.913898969350905
"268","3028","0","0","0","1","0",-1.05575342661592,0.943462805052404
"269","2541","0","0","0","1","0",-1.05575342661592,0.953317416952903
"270","1539","0","0","0","1","0",-1.05575342661592,0.992735864554901
"271","472","0","0","0","1","1",-1.05575342661592,1.0321543121569
"272","569","0","0","0","1","1",-1.05575342661592,1.0321543121569
"273","1443","0","1","0","1","0",-1.05575342661592,1.0420089240574
"274","2941","0","0","0","1","0",-1.05575342661592,1.0518635359579
"275","3943","0","0","0","1","0",-1.05575342661592,1.1208458192614
"276","3029","0","0","0","1","1",-1.05575342661592,1.19968271446539
"277","4173","0","0","0","1","0",-1.05575342661592,1.23910116206739
"278","1842","0","0","0","1","1",-1.05575342661592,1.40662956437588
"279","53","0","0","0","0","0",-1.05575342661592,1.48546645957988
"280","1331","0","0","0","1","1",-1.05575342661592,1.65299486188837
"281","2841","0","1","0","0","0",-1.05575342661592,1.81066865229636
"282","2138","0","0","0","1","0",-1.05575342661592,1.87965093559986
"283","4733","0","0","0","0","0",-1.05575342661592,1.87965093559986
"284","1295","0","0","0","1","1",-1.05575342661592,1.97819705460485
"285","3072","0","0","0","0","1",-1.05575342661592,1.97819705460485
"286","3334","0","0","0","1","0",-1.05575342661592,2.20485312831634
"287","3918","0","0","0","1","0",-1.05575342661592,2.32310847112234
"288","3063","0","0","0","0","1",-1.05575342661592,2.37238153062483
"289","2470","0","0","0","0","1",-1.05575342661592,2.47092764962983
"290","27","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"291","55","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"292","59","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"293","70","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"294","96","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"295","121","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"296","179","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"297","212","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"298","239","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"299","384","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"300","391","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"301","400","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"302","425","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"303","453","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"304","485","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"305","525","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"306","531","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"307","606","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"308","640","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"309","673","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"310","764","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"311","775","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"312","796","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"313","802","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"314","826","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"315","851","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"316","858","0","0","1","1","1",-0.998116092341983,-0.554438203823524
"317","954","0","1","0","1","0",-0.998116092341983,-0.554438203823524
"318","977","0","1","0","0","0",-0.998116092341983,-0.554438203823524
"319","1025","1","0","1","1","0",-0.998116092341983,-0.554438203823524
"320","1050","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"321","1076","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"322","1101","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"323","1125","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"324","1160","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"325","1182","0","1","0","0","0",-0.998116092341983,-0.554438203823524
"326","1213","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"327","1228","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"328","1260","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"329","1325","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"330","1328","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"331","1346","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"332","1382","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"333","1436","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"334","1461","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"335","1462","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"336","1478","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"337","1531","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"338","1582","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"339","1590","1","0","0","1","0",-0.998116092341983,-0.554438203823524
"340","1673","1","0","1","1","1",-0.998116092341983,-0.554438203823524
"341","1694","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"342","1716","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"343","1752","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"344","1767","0","1","0","0","0",-0.998116092341983,-0.554438203823524
"345","1788","0","1","1","1","1",-0.998116092341983,-0.554438203823524
"346","1789","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"347","1811","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"348","1818","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"349","1900","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"350","1924","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"351","1940","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"352","1976","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"353","2020","0","1","1","1","0",-0.998116092341983,-0.554438203823524
"354","2021","0","1","0","0","0",-0.998116092341983,-0.554438203823524
"355","2025","1","0","0","0","0",-0.998116092341983,-0.554438203823524
"356","2033","0","1","0","0","1",-0.998116092341983,-0.554438203823524
"357","2044","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"358","2052","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"359","2084","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"360","2105","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"361","2132","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"362","2187","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"363","2297","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"364","2368","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"365","2377","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"366","2464","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"367","2490","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"368","2558","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"369","2595","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"370","2599","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"371","2604","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"372","2694","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"373","2732","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"374","2790","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"375","2827","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"376","2848","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"377","2866","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"378","2891","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"379","2924","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"380","2950","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"381","2960","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"382","3000","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"383","3054","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"384","3059","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"385","3116","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"386","3126","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"387","3128","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"388","3175","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"389","3202","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"390","3216","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"391","3245","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"392","3310","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"393","3388","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"394","3411","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"395","3527","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"396","3628","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"397","3675","0","1","0","0","0",-0.998116092341983,-0.554438203823524
"398","3697","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"399","3716","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"400","3735","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"401","3795","0","1","0","1","0",-0.998116092341983,-0.554438203823524
"402","3800","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"403","3842","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"404","3969","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"405","3988","0","0","0","1","1",-0.998116092341983,-0.554438203823524
"406","4042","0","1","1","1","1",-0.998116092341983,-0.554438203823524
"407","4074","0","0","0","0","0",-0.998116092341983,-0.554438203823524
"408","4087","0","1","0","0","0",-0.998116092341983,-0.554438203823524
"409","4118","0","1","0","0","0",-0.998116092341983,-0.554438203823524
"410","4125","1","0","0","0","0",-0.998116092341983,-0.554438203823524
"411","4194","0","0","0","1","0",-0.998116092341983,-0.554438203823524
"412","4200","0","0","0","0","1",-0.998116092341983,-0.554438203823524
"413","4219","0","0","0","0","1",-0.248830746780767,-0.554438203823524
