"","rules","support","confidence","lift","count"
"115","{citrus fruit,root vegetables,onions} => {other vegetables}",0.00142348754448399,0.823529411764706,4.25612809495842,14
"116","{tropical fruit,root vegetables,onions} => {other vegetables}",0.0016268429079817,0.888888888888889,4.59391603900274,16
"117","{berries,butter,whipped/sour cream} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803,10
"118","{sausage,berries,butter} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"119","{hamburger meat,other vegetables,curd} => {whole milk}",0.0016268429079817,0.8,3.13091922005571,16
"120","{hamburger meat,butter,whipped/sour cream} => {whole milk}",0.00122013218098627,0.8,3.13091922005571,12
"121","{hamburger meat,tropical fruit,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"122","{hamburger meat,root vegetables,whipped/sour cream} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803,10
"123","{butter,hygiene articles,napkins} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"124","{tropical fruit,hygiene articles,napkins} => {whole milk}",0.00122013218098627,0.8,3.13091922005571,12
"125","{rolls/buns,margarine,hygiene articles} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803,10
"126","{pip fruit,butter,hygiene articles} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"127","{citrus fruit,butter,hygiene articles} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803,10
"128","{butter,bottled water,hygiene articles} => {whole milk}",0.00122013218098627,0.857142857142857,3.35455630720255,12
"129","{tropical fruit,butter,hygiene articles} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"130","{root vegetables,butter,hygiene articles} => {whole milk}",0.00142348754448399,0.823529411764706,3.22300507946911,14
"131","{tropical fruit,domestic eggs,hygiene articles} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"132","{tropical fruit,whipped/sour cream,hygiene articles} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803,10
"133","{root vegetables,whipped/sour cream,hygiene articles} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"134","{sausage,pip fruit,hygiene articles} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908,13
"135","{pip fruit,root vegetables,hygiene articles} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"136","{citrus fruit,root vegetables,hygiene articles} => {whole milk}",0.00122013218098627,0.857142857142857,3.35455630720255,12
"137","{root vegetables,yogurt,hygiene articles} => {whole milk}",0.00122013218098627,0.857142857142857,3.35455630720255,12
"138","{other vegetables,salty snack,long life bakery product} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803,10
"139","{tropical fruit,whipped/sour cream,salty snack} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"140","{pip fruit,yogurt,salty snack} => {whole milk}",0.00111845449923742,0.846153846153846,3.31154917505892,11
"141","{tropical fruit,yogurt,salty snack} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095,13
"142","{root vegetables,yogurt,salty snack} => {other vegetables}",0.00122013218098627,0.857142857142857,4.42984760903836,12
"143","{cream cheese ,domestic eggs,sugar} => {whole milk}",0.00111845449923742,1,3.91364902506964,11
"144","{other vegetables,cream cheese ,sugar} => {whole milk}",0.00152516522623284,0.9375,3.66904596100279,15
"145","{beef,root vegetables,sugar} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"146","{curd,domestic eggs,sugar} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"147","{butter,whipped/sour cream,sugar} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"148","{butter,whipped/sour cream,sugar} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803,10
"149","{citrus fruit,domestic eggs,sugar} => {whole milk}",0.00142348754448399,0.933333333333333,3.652739090065,14
"150","{tropical fruit,domestic eggs,sugar} => {whole milk}",0.00111845449923742,0.916666666666667,3.58751160631383,11
"151","{yogurt,domestic eggs,sugar} => {whole milk}",0.00142348754448399,0.933333333333333,3.652739090065,14
"152","{citrus fruit,whipped/sour cream,sugar} => {whole milk}",0.00111845449923742,0.846153846153846,3.31154917505892,11
"153","{root vegetables,whipped/sour cream,sugar} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"154","{other vegetables,sugar,bottled water} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908,13
"155","{pork,rolls/buns,waffles} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"156","{whipped/sour cream,rolls/buns,waffles} => {whole milk}",0.00172852058973055,0.80952380952381,3.16819206791352,17
"157","{root vegetables,rolls/buns,waffles} => {whole milk}",0.0016268429079817,0.842105263157895,3.29570444216391,16
"158","{whipped/sour cream,long life bakery product,napkins} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"159","{tropical fruit,long life bakery product,napkins} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"160","{other vegetables,long life bakery product,napkins} => {whole milk}",0.00122013218098627,0.857142857142857,3.35455630720255,12
"161","{butter,whipped/sour cream,long life bakery product} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"162","{sausage,butter,long life bakery product} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"163","{sausage,whipped/sour cream,long life bakery product} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803,10
"164","{yogurt,whipped/sour cream,long life bakery product} => {whole milk}",0.00172852058973055,0.80952380952381,3.16819206791352,17
"165","{tropical fruit,root vegetables,long life bakery product} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"166","{sausage,dessert,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"167","{tropical fruit,dessert,whipped/sour cream} => {other vegetables}",0.00111845449923742,0.916666666666667,4.73747591522158,11
"168","{root vegetables,curd,cream cheese } => {other vegetables}",0.00172852058973055,0.85,4.39293221229637,17
"169","{cream cheese ,domestic eggs,napkins} => {whole milk}",0.00111845449923742,1,3.91364902506964,11
"170","{pork,yogurt,cream cheese } => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803,10
"171","{frankfurter,yogurt,cream cheese } => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803,10
"172","{whipped/sour cream,cream cheese ,margarine} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"173","{butter,whipped/sour cream,cream cheese } => {whole milk}",0.00111845449923742,0.846153846153846,3.31154917505892,11
"174","{root vegetables,butter,cream cheese } => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616,10
"175","{root vegetables,butter,cream cheese } => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"176","{whipped/sour cream,cream cheese ,domestic eggs} => {whole milk}",0.00122013218098627,0.857142857142857,3.35455630720255,12
"177","{pip fruit,cream cheese ,domestic eggs} => {whole milk}",0.00111845449923742,0.846153846153846,3.31154917505892,11
"178","{citrus fruit,cream cheese ,domestic eggs} => {whole milk}",0.0016268429079817,0.888888888888889,3.47879913339523,16
"179","{yogurt,cream cheese ,domestic eggs} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908,13
"180","{pip fruit,whipped/sour cream,cream cheese } => {whole milk}",0.00132180986273513,0.928571428571429,3.63410266613609,13
"181","{citrus fruit,whipped/sour cream,cream cheese } => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095,13
"182","{tropical fruit,whipped/sour cream,cream cheese } => {other vegetables}",0.00142348754448399,0.875,4.52213610089333,14
"183","{sausage,pip fruit,cream cheese } => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"184","{citrus fruit,root vegetables,cream cheese } => {other vegetables}",0.00122013218098627,0.923076923076923,4.77060511742593,12
"185","{chicken,butter,whipped/sour cream} => {whole milk}",0.00122013218098627,0.8,3.13091922005571,12
"186","{sausage,chicken,domestic eggs} => {whole milk}",0.00122013218098627,0.857142857142857,3.35455630720255,12
"187","{chicken,root vegetables,pastry} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"188","{tropical fruit,butter,white bread} => {yogurt}",0.00111845449923742,0.846153846153846,6.06554160125589,11
"189","{tropical fruit,butter,white bread} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"190","{root vegetables,butter,white bread} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"191","{root vegetables,butter,white bread} => {whole milk}",0.00111845449923742,0.916666666666667,3.58751160631383,11
"192","{tropical fruit,whipped/sour cream,white bread} => {other vegetables}",0.00172852058973055,0.85,4.39293221229637,17
"193","{root vegetables,whipped/sour cream,white bread} => {other vegetables}",0.00142348754448399,0.875,4.52213610089333,14
"194","{root vegetables,whipped/sour cream,white bread} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908,13
"195","{root vegetables,chocolate,napkins} => {whole milk}",0.00122013218098627,0.8,3.13091922005571,12
"196","{sausage,domestic eggs,chocolate} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803,10
"197","{yogurt,coffee,bottled beer} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803,10
"198","{butter,whipped/sour cream,coffee} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"199","{root vegetables,domestic eggs,coffee} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"200","{citrus fruit,frozen vegetables,napkins} => {whole milk}",0.00111845449923742,0.846153846153846,3.31154917505892,11
"201","{other vegetables,frozen vegetables,napkins} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908,13
"202","{frozen vegetables,rolls/buns,margarine} => {whole milk}",0.00132180986273513,0.866666666666667,3.39182915506035,13
"203","{citrus fruit,frozen vegetables,fruit/vegetable juice} => {whole milk}",0.0016268429079817,0.842105263157895,3.29570444216391,16
"204","{beef,butter,curd} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803,10
"205","{beef,tropical fruit,butter} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"206","{beef,tropical fruit,whipped/sour cream} => {other vegetables}",0.00142348754448399,0.875,4.52213610089333,14
"207","{beef,tropical fruit,whipped/sour cream} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908,13
"208","{curd,rolls/buns,margarine} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908,13
"209","{butter,curd,domestic eggs} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"210","{butter,curd,domestic eggs} => {whole milk}",0.00111845449923742,0.916666666666667,3.58751160631383,11
"211","{pip fruit,butter,curd} => {whole milk}",0.00122013218098627,0.8,3.13091922005571,12
"212","{citrus fruit,butter,curd} => {whole milk}",0.00111845449923742,0.916666666666667,3.58751160631383,11
"213","{other vegetables,curd,domestic eggs} => {whole milk}",0.00284697508896797,0.823529411764706,3.22300507946911,28
"214","{pip fruit,curd,whipped/sour cream} => {whole milk}",0.00183019827147941,0.818181818181818,3.20207647505698,18
"215","{rolls/buns,bottled beer,napkins} => {whole milk}",0.00122013218098627,0.8,3.13091922005571,12
"216","{butter,whipped/sour cream,napkins} => {whole milk}",0.00142348754448399,0.823529411764706,3.22300507946911,14
"217","{butter,bottled water,napkins} => {whole milk}",0.00111845449923742,0.846153846153846,3.31154917505892,11
"218","{butter,yogurt,napkins} => {whole milk}",0.00111845449923742,0.846153846153846,3.31154917505892,11
"219","{tropical fruit,domestic eggs,napkins} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908,13
"220","{pork,rolls/buns,bottled beer} => {whole milk}",0.00111845449923742,0.846153846153846,3.31154917505892,11
"221","{pork,butter,whipped/sour cream} => {whole milk}",0.00142348754448399,0.875,3.42444289693593,14
"222","{pork,butter,yogurt} => {whole milk}",0.00142348754448399,0.823529411764706,3.22300507946911,14
"223","{pork,other vegetables,butter} => {whole milk}",0.00223690899847483,0.846153846153846,3.31154917505892,22
"224","{pork,tropical fruit,fruit/vegetable juice} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"225","{pork,pip fruit,soda} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"226","{domestic eggs,margarine,bottled beer} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"227","{root vegetables,domestic eggs,brown bread} => {whole milk}",0.00152516522623284,0.833333333333333,3.26137418755803,15
"228","{pip fruit,whipped/sour cream,brown bread} => {other vegetables}",0.00111845449923742,1,5.16815554387809,11
"229","{sausage,whipped/sour cream,brown bread} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"230","{pip fruit,root vegetables,brown bread} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095,13
"231","{pip fruit,root vegetables,brown bread} => {whole milk}",0.00142348754448399,0.875,3.42444289693593,14
"232","{tropical fruit,butter,margarine} => {yogurt}",0.00111845449923742,0.846153846153846,6.06554160125589,11
"233","{domestic eggs,margarine,fruit/vegetable juice} => {whole milk}",0.00111845449923742,0.916666666666667,3.58751160631383,11
"234","{whipped/sour cream,domestic eggs,margarine} => {whole milk}",0.00122013218098627,0.8,3.13091922005571,12
"235","{whipped/sour cream,margarine,bottled water} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803,10
"236","{whipped/sour cream,rolls/buns,margarine} => {whole milk}",0.0016268429079817,0.888888888888889,3.47879913339523,16
"237","{butter,whipped/sour cream,domestic eggs} => {whole milk}",0.0016268429079817,0.842105263157895,3.29570444216391,16
"238","{pip fruit,butter,domestic eggs} => {whole milk}",0.00122013218098627,0.857142857142857,3.35455630720255,12
"239","{pip fruit,butter,whipped/sour cream} => {whole milk}",0.00183019827147941,0.9,3.52228412256267,18
"240","{butter,whipped/sour cream,bottled water} => {whole milk}",0.00122013218098627,0.857142857142857,3.35455630720255,12
"241","{butter,whipped/sour cream,soda} => {other vegetables}",0.00132180986273513,0.928571428571429,4.79900157645822,13
"242","{pip fruit,butter,pastry} => {other vegetables}",0.00132180986273513,0.928571428571429,4.79900157645822,13
"243","{pip fruit,butter,bottled water} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908,13
"244","{pip fruit,root vegetables,butter} => {whole milk}",0.00172852058973055,0.80952380952381,3.16819206791352,17
"245","{citrus fruit,tropical fruit,butter} => {whole milk}",0.0016268429079817,0.8,3.13091922005571,16
"246","{citrus fruit,root vegetables,newspapers} => {other vegetables}",0.0016268429079817,0.842105263157895,4.35213098431839,16
"247","{whipped/sour cream,domestic eggs,pastry} => {other vegetables}",0.00122013218098627,0.857142857142857,4.42984760903836,12
"248","{tropical fruit,whipped/sour cream,domestic eggs} => {whole milk}",0.00183019827147941,0.9,3.52228412256267,18
"249","{sausage,pip fruit,domestic eggs} => {whole milk}",0.00142348754448399,0.823529411764706,3.22300507946911,14
"250","{tropical fruit,domestic eggs,pastry} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908,13
"251","{root vegetables,domestic eggs,pastry} => {other vegetables}",0.00122013218098627,0.857142857142857,4.42984760903836,12
"252","{whipped/sour cream,pastry,fruit/vegetable juice} => {yogurt}",0.00122013218098627,0.8,5.73469387755102,12
"253","{tropical fruit,whipped/sour cream,fruit/vegetable juice} => {other vegetables}",0.00193187595322827,0.904761904761905,4.67595025398494,19
"254","{sausage,pip fruit,whipped/sour cream} => {whole milk}",0.00122013218098627,0.8,3.13091922005571,12
"255","{citrus fruit,whipped/sour cream,pastry} => {whole milk}",0.00152516522623284,0.882352941176471,3.45321972800262,15
"256","{sausage,whipped/sour cream,bottled water} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095,13
"257","{citrus fruit,root vegetables,pastry} => {other vegetables}",0.00152516522623284,0.882352941176471,4.56013724459831,15
